id,full_name,email,password_hash,role_id,department_id,phone,profile_image,created_at,updated_at
eebf0298-9f3f-42bd-a1ef-02207c69ab72,Hermela Bekele,hermela.bekele83@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-06-12 15:19:21.150,2026-03-19 15:19:21.150
82b86e28-380b-49a1-b39f-71fe625a8c30,Yared Abebe,yared.abebe84@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-07-25 15:19:21.154,2026-03-19 15:19:21.154
f90791e3-62d3-4448-832c-58e6a9b762c2,Samuel Eshetu,samuel.eshetu85@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-07-15 15:19:21.156,2026-03-19 15:19:21.156
efa4c015-3136-4a8c-9dcb-7986d2163674,Meron Mengistu,meron.mengistu86@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-11-11 15:19:21.159,2026-03-19 15:19:21.160
17da070d-ea3d-4744-9ccd-9046906adc20,Hana Kebede,hana.kebede87@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-09-29 15:19:21.162,2026-03-19 15:19:21.162
23e3fae9-7ada-483a-95e6-5c38a7732942,Kidist Assefa,kidist.assefa88@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-05-20 15:19:21.165,2026-03-19 15:19:21.165
3e9d43b0-6ccf-4d07-b4b6-d8ebe0641a77,Bereket Alemayehu,bereket.alemayehu89@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-03-28 15:19:21.167,2026-03-19 15:19:21.167
99624f39-44a6-4f50-82a1-86b4498ab5d6,Henok Mengistu,henok.mengistu90@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-08-27 15:19:21.170,2026-03-19 15:19:21.170
15d57ad2-e066-4213-b0b4-c467cf783f82,Zewdu Tesfaye,zewdu.tesfaye91@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-06-11 15:19:21.171,2026-03-19 15:19:21.171
02e1836f-059b-4446-9db9-f58b83ab8285,Fikru Berhanu,fikru.berhanu92@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",b414f4cb-96b6-4b01-bff9-5e9a12acd119,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-10-13 15:19:21.173,2026-03-19 15:19:21.173
3e760ba7-bdbf-475b-96de-909113eab75f,Meseret Negash,meseret.negash93@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-08-07 15:19:21.176,2026-03-19 15:19:21.176
d34480a3-d6fa-4d5f-8525-7e6b8eca7dd1,Tigist Mengistu,tigist.mengistu94@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-04-11 15:19:21.179,2026-03-19 15:19:21.179
cffaf07c-5e91-4c30-bf7f-63779a296454,Mahlet Bekele,mahlet.bekele95@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-05-11 15:19:21.182,2026-03-19 15:19:21.182
4dac49cd-8b50-4478-bc29-4463456cc74f,Solomon Tekle,solomon.tekle96@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-09-21 15:19:21.184,2026-03-19 15:19:21.184
0eb813bd-3187-4f0c-9b28-012709bdd46c,Mikias Tekle,mikias.tekle97@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-10-05 15:19:21.186,2026-03-19 15:19:21.186
4c40b937-f059-476c-ad8b-7720810c0e42,Kidist Hailu,kidist.hailu98@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",b414f4cb-96b6-4b01-bff9-5e9a12acd119,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2026-01-12 15:19:21.189,2026-03-19 15:19:21.189
4c699e1a-e949-4914-a420-0b295837f783,Nahom Negash,nahom.negash99@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-09-23 15:19:21.191,2026-03-19 15:19:21.191
